,Puts,Bid,Ask,Vol,Expiration,Strike,Put IV
9218,19 Jan 100.00 (AAPL1918M100-J),11.80,12.30,21,808,100.0,0.244439735546
9225,19 Jan 105.00 (AAPL1918M105),14.00,14.50,90,808,105.0,0.23685167225
9231,19 Jan 105.00 (AAPL1918M105-E),14.00,14.60,25,808,105.0,0.237683704692
9232,19 Jan 105.00 (AAPL1918M105-I),14.00,14.50,65,808,105.0,0.23685167225
9240,19 Jan 110.00 (AAPL1918M110),16.45,16.90,19,808,110.0,0.22907212072
9243,19 Jan 110.00 (AAPL1918M110-8),16.45,17.05,8,808,110.0,0.230300355106
9246,19 Jan 110.00 (AAPL1918M110-E),16.45,17.05,11,808,110.0,0.230300355106
9390,19 Jan 160.00 (AAPL1918M160),50.90,53.40,8,808,160.0,0.0
9397,19 Jan 160.00 (AAPL1918M160-I),50.90,53.40,3,808,160.0,0.0
9401,19 Jan 160.00 (AAPL1918M160-P),50.90,53.65,5,808,160.0,0.0
